ORDRE;FAMILLE;SOUS_FAMILLE;CD_NOM;CD_TAXSUP;CD_SUP;CD_REF;RANG;LB_NOM;LB_AUTEUR;NOM_COMPLET;NOM_COMPLET_HTML;NOM_VALIDE;NOM_VERN;NOM_VERN_ENG;SONOTYPE;HABITAT;FR;GF;MAR;GUA;SM;SB;SPM;MAY;EPA;REU;SA;TA;TAAF;PF;NC;WF;CLI;URL
Chiroptera;Phyllostomidae;Phyllostominae;443709;443611;443611;443709;ES;Trachops cirrhosus;(Spix, 1823);Trachops cirrhosus (Spix, 1823);<i>Trachops cirrhosus</i> (Spix, 1823);Trachops cirrhosus (Spix, 1823);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443709
Chiroptera;Phyllostomidae;Phyllostominae;655291;655278;655278;655291;GN;Trinycteris;Sanborn, 1949;Trinycteris Sanborn, 1949;<i>Trinycteris</i> Sanborn, 1949;Trinycteris Sanborn, 1949;;;;3;;P;;;;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Phyllostominae;459564;655291;655291;459564;ES;Trinycteris nicefori;(Sanborn, 1949);Trinycteris nicefori (Sanborn, 1949);<i>Trinycteris nicefori</i> (Sanborn, 1949);Trinycteris nicefori (Sanborn, 1949);Trinyctère de Nicéforo, Trinyctère de Nicéphore;Niceforo's Bat;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/459564
Chiroptera;Phyllostomidae;Phyllostominae;443693;;;459564;ES;Micronycteris nicefori;Sanborn, 1949;Micronycteris nicefori Sanborn, 1949;<i>Micronycteris nicefori</i> Sanborn, 1949;Trinycteris nicefori (Sanborn, 1949);Trinyctère de Nicéforo, Trinyctère de Nicéphore;Niceforo's Bat;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443693
Chiroptera;Phyllostomidae;Phyllostominae;443612;655278;655278;443612;GN;Vampyrum;Rafinesque, 1815;Vampyrum Rafinesque, 1815;<i>Vampyrum</i> Rafinesque, 1815;Vampyrum Rafinesque, 1815;;;;;;P;;;;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Phyllostominae;443710;443612;443612;443710;ES;Vampyrum spectrum;(Linnaeus, 1758);Vampyrum spectrum (Linnaeus, 1758);<i>Vampyrum spectrum</i> (Linnaeus, 1758);Vampyrum spectrum (Linnaeus, 1758);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443710
Chiroptera;Phyllostomidae;Stenodermatinae;655280;443486;443486;655280;SBFM;Stenodermatinae;Gervais, 1856;Stenodermatinae Gervais, 1856;Stenodermatinae Gervais, 1856;Stenodermatinae Gervais, 1856;;;;3;;P;P;P;P;P;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;443535;655280;655280;443535;GN;Ametrida;Gray, 1847;Ametrida Gray, 1847;<i>Ametrida</i> Gray, 1847;Ametrida Gray, 1847;;;;3;;P;;;;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;443711;443535;443535;443711;ES;Ametrida centurio;Gray, 1847;Ametrida centurio Gray, 1847;<i>Ametrida centurio</i> Gray, 1847;Ametrida centurio Gray, 1847;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443711
Chiroptera;Phyllostomidae;Stenodermatinae;532602;655280;655280;532602;GN;Ardops;Miller, 1906;Ardops Miller, 1906;<i>Ardops</i> Miller, 1906;Ardops Miller, 1906;;;;;;;P;P;P;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;532622;532602;532602;532622;ES;Ardops nichollsi;Thomas, 1891;Ardops nichollsi Thomas, 1891;<i>Ardops nichollsi</i> Thomas, 1891;Ardops nichollsi Thomas, 1891;Ardops des petites Antilles;;FMd;3;;;S;S;S;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/532622
Chiroptera;Phyllostomidae;Stenodermatinae;843655;532622;532622;843655;SSES;Ardops nichollsi annectens;Miller, 1913;Ardops nichollsi annectens Miller, 1913;<i>Ardops nichollsi annectens</i> Miller, 1913;Ardops nichollsi annectens Miller, 1913;;;;3;A;A;A;S;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/843655
Chiroptera;Phyllostomidae;Stenodermatinae;699193;532622;532622;699193;SSES;Ardops nichollsi koopmani;(Jones & Schwartz, 1967);Ardops nichollsi koopmani (Jones & Schwartz, 1967);<i>Ardops nichollsi koopmani</i> (Jones & Schwartz, 1967);Ardops nichollsi koopmani (Jones & Schwartz, 1967);Chauve-souris arboricole, Ardops des Petites Antilles ;;;3;A;A;E;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/699193
Chiroptera;Phyllostomidae;Stenodermatinae;538282;532622;532622;538282;SSES;Ardops nichollsi montserratensis;(Thomas, 1894);Ardops nichollsi montserratensis (Thomas, 1894);<i>Ardops nichollsi montserratensis</i> (Thomas, 1894);Ardops nichollsi montserratensis (Thomas, 1894);;Lesser Antillean Tree Bat;;3;;;;;S;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/538282
Chiroptera;Phyllostomidae;Stenodermatinae;443536;655280;655280;443536;GN;Artibeus;Leach, 1821;Artibeus Leach, 1821;<i>Artibeus</i> Leach, 1821;Artibeus Leach, 1821;;;;3;;P;P;P;P;P;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;443713;443536;443536;443713;ES;Artibeus concolor;Peters, 1865;Artibeus concolor Peters, 1865;<i>Artibeus concolor</i> Peters, 1865;Artibeus concolor Peters, 1865;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443713
Chiroptera;Phyllostomidae;Stenodermatinae;789445;443536;443536;789445;ES;Artibeus glaucus;Thomas, 1893;Artibeus glaucus Thomas, 1893;<i>Artibeus glaucus</i> Thomas, 1893;Artibeus glaucus Thomas, 1893;;;FMd;3;;Q;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/789445
Chiroptera;Phyllostomidae;Stenodermatinae;443715;443536;443536;443715;ES;Artibeus jamaicensis;Leach, 1821;Artibeus jamaicensis Leach, 1821;<i>Artibeus jamaicensis</i> Leach, 1821;Artibeus jamaicensis Leach, 1821;Fer de Lance commun, Artibé de la Jamaïque;Jamaican Fruit Bat;FMd;3;;Q;P;P;P;P;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443715
Chiroptera;Phyllostomidae;Stenodermatinae;701675;;;443715;ES;Dermanura eva;Cope, 1889;Dermanura eva Cope, 1889;<i>Dermanura eva</i> Cope, 1889;Artibeus jamaicensis Leach, 1821;Fer de Lance commun, Artibé de la Jamaïque;Jamaican Fruit Bat;FMd;3;;Q;P;P;P;P;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/701675
Chiroptera;Phyllostomidae;Stenodermatinae;536084;443715;443715;536084;SSES;Artibeus jamaicensis jamaicensis;Leach, 1821;Artibeus jamaicensis jamaicensis Leach, 1821;<i>Artibeus jamaicensis jamaicensis</i> Leach, 1821;Artibeus jamaicensis jamaicensis Leach, 1821;Fer de Lance commun, Artibé de la Jamaïque;Jamaican Fruit-eating Bat;;3;;;;;P;P;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/536084
Chiroptera;Phyllostomidae;Stenodermatinae;443716;443536;443536;443716;ES;Artibeus lituratus;(Olfers, 1818);Artibeus lituratus (Olfers, 1818);<i>Artibeus lituratus</i> (Olfers, 1818);Artibeus lituratus (Olfers, 1818);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443716
Chiroptera;Phyllostomidae;Stenodermatinae;443717;443536;443536;443717;ES;Artibeus obscurus;(Schinz, 1821);Artibeus obscurus (Schinz, 1821);<i>Artibeus obscurus</i> (Schinz, 1821);Artibeus obscurus (Schinz, 1821);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443717
Chiroptera;Phyllostomidae;Stenodermatinae;443826;;;443717;ES;Artibeus fuliginosus;Gray, 1838;Artibeus fuliginosus Gray, 1838;<i>Artibeus fuliginosus</i> Gray, 1838;Artibeus obscurus (Schinz, 1821);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443826
Chiroptera;Phyllostomidae;Stenodermatinae;593762;443536;443536;593762;ES;Artibeus planirostris;(Spix, 1823);Artibeus planirostris (Spix, 1823);<i>Artibeus planirostris</i> (Spix, 1823);Artibeus planirostris (Spix, 1823);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/593762
Chiroptera;Phyllostomidae;Stenodermatinae;443537;655280;655280;443537;GN;Chiroderma;Peters, 1860;Chiroderma Peters, 1860;<i>Chiroderma</i> Peters, 1860;Chiroderma Peters, 1860;;;;3;;P;;P;;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;532642;443537;443537;532642;ES;Chiroderma improvisum;Baker & Genoways, 1976;Chiroderma improvisum Baker & Genoways, 1976;<i>Chiroderma improvisum</i> Baker & Genoways, 1976;Chiroderma improvisum Baker & Genoways, 1976;Chiroderme de la Guadeloupe;;FMd;3;A;A;A;S;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/532642
Chiroptera;Phyllostomidae;Stenodermatinae;443718;443537;443537;443718;ES;Chiroderma trinitatum;Goodwin, 1958;Chiroderma trinitatum Goodwin, 1958;<i>Chiroderma trinitatum</i> Goodwin, 1958;Chiroderma trinitatum Goodwin, 1958;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443718
Chiroptera;Phyllostomidae;Stenodermatinae;443719;443537;443537;443719;ES;Chiroderma villosum;Peters, 1860;Chiroderma villosum Peters, 1860;<i>Chiroderma villosum</i> Peters, 1860;Chiroderma villosum Peters, 1860;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443719
Chiroptera;Phyllostomidae;Stenodermatinae;593763;655280;655280;593763;GN;Dermanura;Gervais, 1856;Dermanura Gervais, 1856;<i>Dermanura</i> Gervais, 1856;Dermanura Gervais, 1856;;;;3;;P;;;;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;593764;593763;593763;593764;ES;Dermanura cinerea;(Gervais, 1856);Dermanura cinerea (Gervais, 1856);<i>Dermanura cinerea</i> (Gervais, 1856);Dermanura cinerea (Gervais, 1856);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/593764
Chiroptera;Phyllostomidae;Stenodermatinae;443712;;;593764;ES;Artibeus cinereus;(Gervais, 1856);Artibeus cinereus (Gervais, 1856);<i>Artibeus cinereus</i> (Gervais, 1856);Dermanura cinerea (Gervais, 1856);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443712
Chiroptera;Phyllostomidae;Stenodermatinae;593765;593763;593763;593765;ES;Dermanura gnoma;Handley, 1987;Dermanura gnoma Handley, 1987;<i>Dermanura gnoma</i> Handley, 1987;Dermanura gnoma Handley, 1987;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/593765
Chiroptera;Phyllostomidae;Stenodermatinae;443714;;;593765;ES;Artibeus gnomus;Handley, 1987;Artibeus gnomus Handley, 1987;<i>Artibeus gnomus</i> Handley, 1987;Dermanura gnoma Handley, 1987;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443714
Chiroptera;Phyllostomidae;Stenodermatinae;443538;655280;655280;443538;GN;Mesophylla;Thomas, 1901;Mesophylla Thomas, 1901;<i>Mesophylla</i> Thomas, 1901;Mesophylla Thomas, 1901;;;;3;;P;;;;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;443720;443538;443538;443720;ES;Mesophylla macconnelli;Thomas, 1901;Mesophylla macconnelli Thomas, 1901;<i>Mesophylla macconnelli</i> Thomas, 1901;Mesophylla macconnelli Thomas, 1901;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443720
Chiroptera;Phyllostomidae;Stenodermatinae;444392;655280;655280;444392;GN;Platyrrhinus;Saussure, 1860;Platyrrhinus Saussure, 1860;<i>Platyrrhinus</i> Saussure, 1860;Platyrrhinus Saussure, 1860;;;;3;;P;;;;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;443828;;;444392;GN;Vampyrops;;Vampyrops ;<i>Vampyrops</i>;Platyrrhinus Saussure, 1860;;;;3;;P;;;;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;443721;444392;444392;443721;ES;Platyrrhinus brachycephalus;(Rouk & Carter, 1972);Platyrrhinus brachycephalus (Rouk & Carter, 1972);<i>Platyrrhinus brachycephalus</i> (Rouk & Carter, 1972);Platyrrhinus brachycephalus (Rouk & Carter, 1972);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443721
Chiroptera;Phyllostomidae;Stenodermatinae;443829;;;443721;ES;Vampyrops brachycephalus;Rouk & Carter, 1972;Vampyrops brachycephalus Rouk & Carter, 1972;<i>Vampyrops brachycephalus</i> Rouk & Carter, 1972;Platyrrhinus brachycephalus (Rouk & Carter, 1972);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443829
Chiroptera;Phyllostomidae;Stenodermatinae;593766;444392;444392;593766;ES;Platyrrhinus fusciventris;Velazco, Gardner & Patterson, 2010;Platyrrhinus fusciventris Velazco, Gardner & Patterson, 2010;<i>Platyrrhinus fusciventris</i> Velazco, Gardner & Patterson, 2010;Platyrrhinus fusciventris Velazco, Gardner & Patterson, 2010;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/593766
Chiroptera;Phyllostomidae;Stenodermatinae;655293;;;593766;ES;Platyrrhinus helleri;auct. non Peters, 1866;Platyrrhinus helleri auct. non Peters, 1866;<i>Platyrrhinus helleri</i> auct. non Peters, 1866;Platyrrhinus fusciventris Velazco, Gardner & Patterson, 2010;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/655293
Chiroptera;Phyllostomidae;Stenodermatinae;443830;;;593766;ES;Vampyrops helleri;auct. non Peters, 1866;Vampyrops helleri auct. non Peters, 1866;<i>Vampyrops helleri</i> auct. non Peters, 1866;Platyrrhinus fusciventris Velazco, Gardner & Patterson, 2010;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443830
Chiroptera;Phyllostomidae;Stenodermatinae;443722;444392;444392;443722;ES;Platyrrhinus incarum;(Thomas, 1912);Platyrrhinus incarum (Thomas, 1912);<i>Platyrrhinus incarum</i> (Thomas, 1912);Platyrrhinus incarum (Thomas, 1912);;Incan Broad-nosed Bat;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443722
Chiroptera;Phyllostomidae;Stenodermatinae;443723;444392;444392;443723;ES;Platyrrhinus lineatus;(É. Geoffroy Saint-Hilaire, 1810);Platyrrhinus lineatus (É. Geoffroy Saint-Hilaire, 1810);<i>Platyrrhinus lineatus</i> (É. Geoffroy Saint-Hilaire, 1810);Platyrrhinus lineatus (É. Geoffroy Saint-Hilaire, 1810);;;FMd;3;;D;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443723
Chiroptera;Phyllostomidae;Stenodermatinae;443831;;;443723;ES;Vampyrops lineatus;;Vampyrops lineatus ;<i>Vampyrops lineatus</i>;Platyrrhinus lineatus (É. Geoffroy Saint-Hilaire, 1810);;;FMd;3;;D;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443831
Chiroptera;Phyllostomidae;Stenodermatinae;443539;655280;655280;443539;GN;Pygoderma;W. Peters, 1863;Pygoderma W. Peters, 1863;<i>Pygoderma</i> W. Peters, 1863;Pygoderma W. Peters, 1863;;;;;;;;;;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;443724;443539;443539;443724;ES;Pygoderma bilabiatum;(Wagner, 1843);Pygoderma bilabiatum (Wagner, 1843);<i>Pygoderma bilabiatum</i> (Wagner, 1843);Pygoderma bilabiatum (Wagner, 1843);;;FMd;3;;Q;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443724
Chiroptera;Phyllostomidae;Stenodermatinae;443540;655280;655280;443540;GN;Sturnira;Gray, 1842;Sturnira Gray, 1842;<i>Sturnira</i> Gray, 1842;Sturnira Gray, 1842;;;;3;A;P;P;P;A;A;A;A;A;A;A;A;A;A;A;A;A;
Chiroptera;Phyllostomidae;Stenodermatinae;782492;443540;443540;782492;ES;Sturnira angeli;de la Torre, 1966;Sturnira angeli de la Torre, 1966;<i>Sturnira angeli</i> de la Torre, 1966;Sturnira angeli de la Torre, 1966;Sturnire messager;Guadeloupe Yellow-shouldered Bat;FMd;3;A;A;S;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/782492
Chiroptera;Phyllostomidae;Stenodermatinae;699289;;;782492;SSES;Sturnira lilium zygomaticus;Jones & Phillips, 1976;Sturnira lilium zygomaticus Jones & Phillips, 1976;<i>Sturnira lilium zygomaticus</i> Jones & Phillips, 1976;Sturnira angeli de la Torre, 1966;Sturnire messager;Guadeloupe Yellow-shouldered Bat;;3;A;A;S;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/699289
Chiroptera;Phyllostomidae;Stenodermatinae;926998;443540;443540;926998;ES;Sturnira giannae;Velazco & Patterson, 2019;Sturnira giannae Velazco & Patterson, 2019;<i>Sturnira giannae</i> Velazco & Patterson, 2019;Sturnira giannae Velazco & Patterson, 2019;;;FMd;3;A;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/926998
Chiroptera;Phyllostomidae;Stenodermatinae;443725;;;926998;ES;Sturnira lilium;auct. non (É. Geoffroy Saint-Hilaire, 1810);Sturnira lilium auct. non (É. Geoffroy Saint-Hilaire, 1810);<i>Sturnira lilium</i> auct. non (É. Geoffroy Saint-Hilaire, 1810);Sturnira giannae Velazco & Patterson, 2019;;;FMd;3;A;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/443725
Chiroptera;Phyllostomidae;Stenodermatinae;532662;443540;443540;532662;ES;Sturnira thomasi;de la Torre & Schwartz, 1966;Sturnira thomasi de la Torre & Schwartz, 1966;<i>Sturnira thomasi</i> de la Torre & Schwartz, 1966;Sturnira thomasi de la Torre & Schwartz, 1966;Sturnire de la Guadeloupe;;FMd;3;A;A;A;S;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/532662
Chiroptera;Phyllostomidae;Stenodermatinae;443726;443540;443540;443726;ES;Sturnira tildae;de la Torre, 1959;Sturnira tildae de la Torre, 1959;<i>Sturnira tildae</i> de la Torre, 1959;Sturnira tildae de la Torre, 1959;;;FMd;3;A;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/443726
Chiroptera;Phyllostomidae;Stenodermatinae;443541;655280;655280;443541;GN;Uroderma;Peters, 1866;Uroderma Peters, 1866;<i>Uroderma</i> Peters, 1866;Uroderma Peters, 1866;;;;3;;P;;;;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;443727;443541;443541;443727;ES;Uroderma bilobatum;Peters, 1866;Uroderma bilobatum Peters, 1866;<i>Uroderma bilobatum</i> Peters, 1866;Uroderma bilobatum Peters, 1866;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443727
Chiroptera;Phyllostomidae;Stenodermatinae;892674;443541;443541;892674;ES;Uroderma magnirostrum;Davis, 1968;Uroderma magnirostrum Davis, 1968;<i>Uroderma magnirostrum</i> Davis, 1968;Uroderma magnirostrum Davis, 1968;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/892674
Chiroptera;Phyllostomidae;Stenodermatinae;443542;655280;655280;443542;GN;Vampyressa;Thomas, 1906;Vampyressa Thomas, 1906;<i>Vampyressa</i> Thomas, 1906;Vampyressa Thomas, 1906;;;;;;P;;;;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;443731;443542;443542;443731;ES;Vampyressa pusilla;(Wagner, 1843);Vampyressa pusilla (Wagner, 1843);<i>Vampyressa pusilla</i> (Wagner, 1843);Vampyressa pusilla (Wagner, 1843);;;FMd;3;A;Q;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/443731
Chiroptera;Phyllostomidae;Stenodermatinae;655294;655280;655280;655294;GN;Vampyriscus;Thomas, 1900;Vampyriscus Thomas, 1900;<i>Vampyriscus</i> Thomas, 1900;Vampyriscus Thomas, 1900;;;;3;;P;;;;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;655295;655294;655294;655295;ES;Vampyriscus bidens;(Dobson, 1878);Vampyriscus bidens (Dobson, 1878);<i>Vampyriscus bidens</i> (Dobson, 1878);Vampyriscus bidens (Dobson, 1878);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/655295
Chiroptera;Phyllostomidae;Stenodermatinae;443728;;;655295;ES;Vampyressa bidens;(Dobson, 1878);Vampyressa bidens (Dobson, 1878);<i>Vampyressa bidens</i> (Dobson, 1878);Vampyriscus bidens (Dobson, 1878);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443728
Chiroptera;Phyllostomidae;Stenodermatinae;655296;655294;655294;655296;ES;Vampyriscus brocki;Peterson, 1968;Vampyriscus brocki Peterson, 1968;<i>Vampyriscus brocki</i> Peterson, 1968;Vampyriscus brocki Peterson, 1968;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/655296
Chiroptera;Phyllostomidae;Stenodermatinae;443729;;;655296;ES;Vampyressa brocki;Peterson, 1968;Vampyressa brocki Peterson, 1968;<i>Vampyressa brocki</i> Peterson, 1968;Vampyriscus brocki Peterson, 1968;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443729
Chiroptera;Phyllostomidae;Stenodermatinae;443543;655280;655280;443543;GN;Vampyrodes;Thomas, 1900;Vampyrodes Thomas, 1900;<i>Vampyrodes</i> Thomas, 1900;Vampyrodes Thomas, 1900;;;;3;;P;;;;;;;;;;;;;;;;
Chiroptera;Phyllostomidae;Stenodermatinae;443732;443543;443543;443732;ES;Vampyrodes caraccioli;(Thomas, 1889);Vampyrodes caraccioli (Thomas, 1889);<i>Vampyrodes caraccioli</i> (Thomas, 1889);Vampyrodes caraccioli (Thomas, 1889);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443732
Chiroptera;Pteropodidae;;186235;186233;186234;186235;FM;Pteropodidae;;Pteropodidae ;Pteropodidae;Pteropodidae ;;;;;;;;;;;;P;;P;;;;P;P;P;;
Chiroptera;Pteropodidae;;532502;186235;186235;532502;GN;Notopteris;Gray, 1859;Notopteris Gray, 1859;<i>Notopteris</i> Gray, 1859;Notopteris Gray, 1859;;;;;;;;;;;;;;;;;;;P;;;
Chiroptera;Pteropodidae;;532503;532502;532502;532503;ES;Notopteris neocaledonica;Trouessart, 1908;Notopteris neocaledonica Trouessart, 1908;<i>Notopteris neocaledonica</i> Trouessart, 1908;Notopteris neocaledonica Trouessart, 1908;Roussette à queue;Long-tailed fruit bat;NA;3;A;A;A;A;A;A;A;A;A;A;A;A;A;A;E;A;A;https://inpn.mnhn.fr/espece/cd_nom/532503
Chiroptera;Pteropodidae;;418654;186235;186235;418654;GN;Pteropus;Brisson, 1762;Pteropus Brisson, 1762;<i>Pteropus</i> Brisson, 1762;Pteropus Brisson, 1762;;;;3;;;;;;;;P;;P;;;;P;P;P;;
Chiroptera;Pteropodidae;;418806;418654;418654;418806;ES;Pteropus niger;(Kerr, 1792);Pteropus niger (Kerr, 1792);<i>Pteropus niger</i> (Kerr, 1792);Pteropus niger (Kerr, 1792);Renard volant de Maurice, Roussette noire;;NoEcho;3;A;A;A;A;A;A;A;A;A;S;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/418806
Chiroptera;Pteropodidae;;418813;418654;418654;418813;ES;Pteropus ornatus;Gray, 1870;Pteropus ornatus Gray, 1870;<i>Pteropus ornatus</i> Gray, 1870;Pteropus ornatus Gray, 1870;Roussette rousse, Roussette rouge;Ornate flying fox;NoEcho;3;A;A;A;A;A;A;A;A;A;A;A;A;A;A;E;A;A;https://inpn.mnhn.fr/espece/cd_nom/418813
Chiroptera;Pteropodidae;;459606;418654;418654;459606;ES;Pteropus seychellensis;Milne-Edwards, 1877;Pteropus seychellensis Milne-Edwards, 1877;<i>Pteropus seychellensis</i> Milne-Edwards, 1877;Pteropus seychellensis Milne-Edwards, 1877;Roussette;;NoEcho;3;A;A;A;A;A;A;A;S;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/459606
Chiroptera;Pteropodidae;;418761;459606;459606;418761;SSES;Pteropus seychellensis comorensis;(Cheke & Dahl, 1981);Pteropus seychellensis comorensis (Cheke & Dahl, 1981);<i>Pteropus seychellensis comorensis</i> (Cheke & Dahl, 1981);Pteropus seychellensis comorensis (Cheke & Dahl, 1981);Roussette;;;3;A;A;A;A;A;A;A;S;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/418761
Chiroptera;Pteropodidae;;699211;;;418761;ES;Pteropus comorensis;Andersen, 1912;Pteropus comorensis Andersen, 1912;<i>Pteropus comorensis</i> Andersen, 1912;Pteropus seychellensis comorensis (Cheke & Dahl, 1981);Roussette;;NoEcho;3;A;A;A;A;A;A;A;S;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/699211
Chiroptera;Pteropodidae;;699210;;;418761;ES;Pteropus edwardsii;Dobson, 1878;Pteropus edwardsii Dobson, 1878;<i>Pteropus edwardsii</i> Dobson, 1878;Pteropus seychellensis comorensis (Cheke & Dahl, 1981);Roussette;;NoEcho;3;A;A;A;A;A;A;A;S;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/699210
Chiroptera;Pteropodidae;;418807;418654;418654;418807;ES;Pteropus subniger;(Kerr, 1792);Pteropus subniger (Kerr, 1792);<i>Pteropus subniger</i> (Kerr, 1792);Pteropus subniger (Kerr, 1792);Petit Renard volant des Mascareignes, Roussette à collet rouge;;NoEcho;3;;;;;;;;;;X;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/418807
Chiroptera;Pteropodidae;;459607;418654;418654;459607;ES;Pteropus tonganus;Quoy & Gaimard, 1830;Pteropus tonganus Quoy & Gaimard, 1830;<i>Pteropus tonganus</i> Quoy & Gaimard, 1830;Pteropus tonganus Quoy & Gaimard, 1830;Roussette du Pacifique, Renard-volant du Pacifique;Pacific Flying fox, Insular Fruit Bat;NoEcho;3;;;;;;;;;;;;;;W;P;P;;https://inpn.mnhn.fr/espece/cd_nom/459607
