Esp;Nesp;Nesp2;France;Turquie;Espagne;Norfolk;Scientific name;Group;NomFR;GroupFR
plane;plane;plane;x;x;x;x;plane;noise;Avion;Chauve-souris
Plasab;Plasab;Plasab;x;;x;;Platycleis sabulosa;bush-cricket;Decticelle des sables;Chauve-souris
Plealp;Plealp;Plealp;;;;;Plecotus alpinus;bat;Oreillard montagnard;Chauve-souris
Pleaur;Pleaur;Pleaur;x;;x;x;Plecotus auritus;bat;Oreillard roux;Chauve-souris
Pleaus;Pleaus;Pleaus;x;;x;;Plecotus austriacus;bat;Oreillard gris;Chauve-souris
Plekol;Plekol;Plekol;;x;;;Plecotus kolombatovici;bat;Oreillard des Balkans;Chauve-souris
Plemac;Plemac;Plemac;x;x;x;;Plecotus macrobullaris;bat;Oreillard montagnard;Chauve-souris
Pluapr;piaf;piaf;x;;;x;Pluvialis apricaria;bird;Pluvier doré;Chauve-souris
Poepal;piaf;piaf;x;x;x;x;Poecilus palustris;bird;Mésange nonnette;Chauve-souris
Porpar;piaf;piaf;x;x;x;;Porzana parva;bird;Marouette poussin;Chauve-souris
Porpor;piaf;piaf;x;x;x;x;Porzana porzana;bird;Marouette ponctuée;Chauve-souris
Porpus;piaf;piaf;x;x;x;;Porzana pusilla;bird;Marouette de Baillon;Chauve-souris
Procen;Procen;Procen;;;;;Promops centralis;bat;;Chauve-souris
Pronas;Pronas;Pronas;;;;;Promops nasutus;bat;;Chauve-souris
Prumod;piaf;piaf;x;x;x;x;Prunella modularis;bird;Accenteur mouchet;Chauve-souris
Psepra;Psepra;Psepra;x;;x;x;Pseudoips prasinana;moth;Halias du hêtre;Chauve-souris
Pteali;Pteali;Pteali;;;;;Pteronotus alitonus;bat;;Chauve-souris
Ptebon;Ptebon;Rhasp;x;;;;Rhacocleis bonfilsi;bush-cricket;Decticelle d'Evisa;Chauve-souris
Ptecom;Ptecom;Ptecom;;;;;Pteropus comorensis;bat;Roussette;Chauve-souris
Ptecor;Ptecor;Rhasp;x;;;;Rhacocleis corsicana;bush-cricket;Decticelle de Porto-Vecchio;Chauve-souris
Ptedav;Ptedav;Ptedav;;;;;Pteronotus davyi;bat;PtÃ©ronote de Davy;Chauve-souris
Pteedw;Pteedw;Pteedw;;;;;Pteropus edwardsii;bat;Roussette;Chauve-souris
Pteger;Pteger;Rhasp;x;x;;;Rhacocleis germanica;bush-cricket;Decticelle orientale;Chauve-souris
Ptegra;Ptegra;Rhasp;;x;x;;Rhacocleis grallata;bush-cricket;Decticelle a pattes fines;Chauve-souris
Ptegym;Ptegym;Ptegym;;;;;Pteronotus gymnonotus;bat;;Chauve-souris
Ptehey;gril;gril;x;x;x;;Pteronemobius heydenii;ground-cricket;Grillon des marais;Chauve-souris
Ptenig;Ptenig;Ptenig;;;;;Pteropus niger;bat;Renard volant de Maurice;Chauve-souris
Pteorn;Pteorn;Pteorn;;;;;Pteropus ornatus;bat;Roussette rousse;Chauve-souris
Ptepar;Ptepar;Ptepar;;;;;Pteronotus parnellii;bat;;Chauve-souris
Pteper;Pteper;Pteper;;;;;Pteronotus personatus;bat;;Chauve-souris
Ptepon;Ptepon;Rhasp;x;x;x;;Rhacocleis poneli;bush-cricket;Decticelle varoise;Chauve-souris
Pterub;Pterub;Pterub;;;;;Pteronotus rubiginosus;bat;;Chauve-souris
Ptesey;Ptesey;Ptesey;;;;;Pteropus seychellensis;bat;Roussette;Chauve-souris
Ptesub;Ptesub;Ptesub;;;;;Pteropus subniger;bat;Petit Renard volant des Mascareignes;Chauve-souris
Pteton;Pteton;Pteton;;;;;Pteropus tonganus;bat;Roussette du Pacifique;Chauve-souris
Ptevet;Ptevet;Ptevet;;;;;Pteropus vetulus;bat;Roussette des roches;Chauve-souris
Ptyrup;piaf;piaf;x;;;;Ptyonoprogne fuligula;bird;Hirondelle de rochers;Chauve-souris
Pycgos;piaf;piaf;x;x;x;;Pycnonotus xanthopygos;bird;Bulbul d'Arabie;Chauve-souris
Pycjug;Pycjug;Pycjug;;;x;;Pycnogaster jugicola;bush-cricket;Ephippigere droite;Chauve-souris
Pygbil;Pygbil;Pygbil;;;;;Pygoderma bilabiatum;bat;;Chauve-souris
Pyrpyr;piaf;piaf;x;;;x;Pyrrhula pyrrhula;bird;Bouvreuil pivoine;Chauve-souris
Pyrrax;piaf;piaf;x;x;x;x;Pyrrhocorax pyrrhocorax;bird;Crave à bec rouge;Chauve-souris
QCF-FMd;QCF-FMd;QCF-FMd;;;;;;bat;;Chauve-souris
radio;noise;noise;x;x;x;x;radio;noise;Radio;Chauve-souris
rain;noise;noise;x;x;x;x;rain;noise;pluie;Chauve-souris
Ralaqu;piaf;piaf;x;;;x;Rallus aquaticus;bird;Râle d'eau;Chauve-souris
Ratnor;Ratnor;Ratnor;x;x;x;x;Rattus norvegicus;other-mammal;Surmulot;Chauve-souris
Regign;piaf;piaf;x;x;x;x;Regulus ignicapillus;bird;Roitelet triple-bandeau;Chauve-souris
Regreg;piaf;piaf;x;x;x;x;Regulus regulus;bird;Roitelet huppé;Chauve-souris
Rhaann;Rhaann;Rhasp;x;x;x;x;Rhacocleis annulata;bush-cricket;Decticelle annelée;Chauve-souris
Rhasp;Rhasp;Rhasp;x;x;x;x;Rhacocleis sp.;bush-cricket;Decticelle groupe arboricole;Chauve-souris
Rhi120;Rhi120;Rhi120;;;;;Rhinolophus sp. 120 kHz;bat;Rhinolophus sp. 120 kHz;Chauve-souris
Rhialp;Rhialp;Rhialp;;;;;Rhinolophus alpinus;bat;Petit rhinolophe;Chauve-souris
Rhiano;Rhiano;Rhiano;;;;;Rhinolophus anomalus;bat;Petit rhinolophe;Chauve-souris
Rhiatl;Rhiatl;Rhiatl;;;;;Rhinolophus atlanticus;bat;Rhinolophe euryale;Chauve-souris
Rhibar;Rhibar;Rhibar;;;;;Rhinolophus barbarus;bat;Rhinolophe euryale;Chauve-souris
Rhibif;Rhibif;Rhibif;;;;;Rhinolophus bifer;bat;Petit rhinolophe;Chauve-souris
Rhibih;Rhibih;Rhibih;;;;;Rhinolophus bihastatus;bat;Petit rhinolophe;Chauve-souris
Rhibla;Rhibla;Rhibla;;x;;;Rhinolophus blasii;bat;Rhinolophe de Blasius;Chauve-souris
Rhicab;Rhicab;Rhicab;;;;;Rhinolophus cabrerae;bat;Rhinolophe euryale;Chauve-souris
Rhicar;Rhicar;Rhicar;;;;;Rhinolophus carpetanus;bat;Rhinolophe de MÃ©hely;Chauve-souris
Rhicol;Rhicol;Rhicol;;;;;Rhinolophus colchicus;bat;Grand rhinolophe;Chauve-souris
Rhiegg;Rhiegg;Rhiegg;;;;;Rhinolophus eggenhoffner;bat;Petit rhinolophe;Chauve-souris
Rhieur;Rhieur;Rhieur;x;x;x;;Rhinolophus euryale;bat;Rhinolophe euryale;Chauve-souris
Rhifer;Rhifer;Rhifer;x;x;x;x;Rhinolophus ferrumequinum;bat;Grand Rhinolophe;Chauve-souris
Rhihip;Rhihip;Rhihip;x;x;x;x;Rhinolophus hipposideros;bat;Petit Rhinolophe;Chauve-souris
Rhilan;Rhilan;Rhilan;;;;;Rhinolophus landeri;bat;Rhinolophus landeri;Chauve-souris
Rhimeh;Rhimeh;Rhimeh;;x;x;;Rhinolophus mehelyi;bat;Rinolophe de Mehely;Chauve-souris
Rhipum;Rhipum;Rhipum;;;;;Rhinophylla pumilio;bat;;Chauve-souris
Rhynas;Rhynas;Rhynas;;;;;Rhynchonycteris naso;bat;;Chauve-souris
river;noise;noise;x;x;x;x;watercourse;noise;cours d'eau;Chauve-souris
RodTu1;mamm;mamm;x;x;x;;Rodentia sp. from Turkey 1;other-mammal;Rongeur de Turquie type 1;Chauve-souris
Roeroe;Roeroe;Roeroe;x;x;x;x;Roeseliana roeselii;bush-cricket;Decticelle bariolee;Chauve-souris
Rusnit;Rusnit;Rusnit;x;x;x;;Ruspolia nitidula;bush-cricket;Conocephale gracieux;Chauve-souris
Sacbil;Sacbil;Sacbil;;;;;Saccopteryx bilineata;bat;;Chauve-souris
Saccan;Saccan;Saccan;;;;;Saccopteryx canescens;bat;;Chauve-souris
Sacgym;Sacgym;Sacgym;;;;;Saccopteryx gymnura;bat;;Chauve-souris
Saclep;Saclep;Saclep;;;;;Saccopteryx leptura;bat;;Chauve-souris
SauIn1;SauIn1;SauIn1;;;;;Tettigoniidae sp. from India 1;bush-cricket;Sauterelle sp. In1;Chauve-souris
SauIn2;SauIn2;SauIn2;;;;;Tettigoniidae sp. from India 2;bush-cricket;Sauterelle sp. In2;Chauve-souris
SauIn3;SauIn3;SauIn3;;;;;Tettigoniidae sp. from India 3;bush-cricket;Sauterelle sp. In3;Chauve-souris
Sausp1;Sausp1;Sausp1;x;;x;;Tettigoniidae sp. 1;bush-cricket;Sauterelle sp. 1;Chauve-souris
Sausp2;Sausp2;Sausp2;x;;;;Tettigoniidae sp. 2;bush-cricket;Sauterelle sp. 2;Chauve-souris
SauTu4;SauTu4;SauTu4;;x;;;Tettigoniidae sp. from Turkey 4;bush-cricket;Sauterelle sp. Tu4;Chauve-souris
SauTu5;SauTu5;SauTu5;;x;;;Tettigoniidae sp. from Turkey 5;bush-cricket;Sauterelle sp. Tu5;Chauve-souris
SauTu6;SauTu6;SauTu6;;x;;;Tettigoniidae sp. from Turkey 6;bush-cricket;Sauterelle sp. Tu6;Chauve-souris
SauTu7;SauTu7;SauTu7;;x;;;Tettigoniidae sp. from Turkey 7;bush-cricket;Sauterelle sp. Tu7;Chauve-souris
SauTurquiesp1;SauTurquiesp1;SauTurquiesp1;;x;;;Tettigoniidae sp. from Turkey 1;bush-cricket;Sauterelle sp. Tu1;Chauve-souris
SauTurquiesp2;SauTurquiesp2;SauTurquiesp2;;x;;;Tettigoniidae sp. from Turkey 2;bush-cricket;Sauterelle sp. Tu2;Chauve-souris
SauTurquiesp3;SauTurquiesp3;SauTurquiesp3;;x;;;Tettigoniidae sp. from Turkey 3;bush-cricket;Sauterelle sp. Tu3;Chauve-souris
Saxrube;piaf;piaf;x;;;x;Saxicola rubetra;bird;Tarier des prés;Chauve-souris
Saxrubi;piaf;piaf;x;;;x;Saxicola rubicola;bird;Tarier pâtre;Chauve-souris
Scoalb;Scoalb;Scoalb;;;;;Scotoecus albofuscus;bat;Scotoecus albofuscus;Chauve-souris
Scobor;Scobor;Scobor;;;;;Scotophilus borbonicus;bat;Scotophile des Mascareignes;Chauve-souris
Scodin;Scodin;Scodin;;;;;Scotophilus dinganii;bat;Scotophilus dinganii;Chauve-souris
Scohir;Scohir;Scohir;;;;;Scotoecus hirundo;bat;Scotoecus hirundo;Chauve-souris
Scoleu;Scoleu;Scoleu;;;;;Scotophilus leucogaster;bat;Scotophilus leucogaster;Chauve-souris
Sconig;Sconig;Sconig;;;;;Scotophilus nigrita;bat;Scotophilus nigrita;Chauve-souris
Scorus;piaf;piaf;x;;;x;Scolopax rusticola;bird;Bécasse des bois;Chauve-souris
Scovir;Scovir;Scovir;;;;;Scotophilus viridis;bat;Scotophilus viridis;Chauve-souris
Sepsep;Sepsep;Sepsep;x;;x;;Sepiana sepium;bush-cricket;Decticelle echassiere;Chauve-souris
Serser;piaf;piaf;x;x;x;;Serinus serinus;bird;Serin cini;Chauve-souris
Siteur;piaf;piaf;x;x;x;x;Sitta europaea;bird;Sittelle torchepot;Chauve-souris
social;social;social;;;;;;social;;Chauve-souris
Sorcor;Mussp;Mussp;x;x;x;;Soricinus coronatus;other-mammal;Musaraigne couronnée;Chauve-souris
Spispi;piaf;piaf;x;;;x;Spinus spinus;bird;Tarin des aulnes;Chauve-souris
Stralu;piaf;piaf;x;x;x;x;Strix aluco;bird;Chouette hulotte;Chauve-souris
Strdec;piaf;piaf;x;x;x;x;Streptopelia decaocto;bird;Tourterelle turque;Chauve-souris
Stuang;Stuang;Stuang;;;;;Sturnira angeli;bat;Sturnire messager;Chauve-souris
Stugia;Stugia;Stugia;;;;;Sturnira giannae;bat;;Chauve-souris
Stulil;Stulil;Stulil;;;;;Sturnira lilium;bat;;Chauve-souris
Stutho;Stutho;Stutho;;;;;Sturnira thomasi;bat;Sturnire de la Guadeloupe;Chauve-souris
Stutil;Stutil;Stutil;;;;;Sturnira tildae;bat;;Chauve-souris
Stuvul;piaf;piaf;x;x;x;x;Sturnus vulgaris;bird;Etourneau sansonnet;Chauve-souris
Susscr;Susscr;Susscr;x;;;;Sus scrofa;other-mammal;Sanglier;Chauve-souris
Sylatr;piaf;piaf;x;x;x;x;Sylvia atricapilla;bird;Fauvette à tête noire;Chauve-souris
Sylbor;piaf;piaf;x;;;x;Sylvia borin;bird;Fauvette des jardins;Chauve-souris
Sylcan;piaf;piaf;x;;;;Sylvia cantillans;bird;Fauvette passerinette;Chauve-souris
Sylcom;piaf;piaf;x;x;x;x;Sylvia communis;bird;Fauvette grisette;Chauve-souris
Sylcur;piaf;piaf;x;;;x;Sylvia curruca;bird;Fauvette babillarde;Chauve-souris
Sylmel;piaf;piaf;x;x;x;;Sylvia melanocephala;bird;Fauvette mélanocéphale;Chauve-souris
Sylund;piaf;piaf;x;;;x;Sylvia undata;bird;Fauvette pitchou;Chauve-souris
Tad(Ch;Tad(Ch;Tad(Ch;;;;;Tadarida (Chaerephon) pumila;bat;Tadaride;Chauve-souris
Tadace;Tadace;Tadace;;;;;Tadarida acetabulosa;bat;Tadaride de la RÃ©union;Chauve-souris
Tadbra;Tadbra;Tadbra;;;;;Tadarida brasiliensis;bat;Tadaride du BrÃ©sil;Chauve-souris
Tadces;Tadces;Tadces;;;;;Tadarida cestoni;bat;Molosse de Cestoni;Chauve-souris
Tadeur;Tadeur;Tadeur;;;;;Tadarida europs;bat;;Chauve-souris
Tadmid;Tadmid;Tadmid;;;;;Tadarida midas;bat;Molosse de Cestoni;Chauve-souris
Tadnig;Tadnig;Tadnig;;;;;Tadarida nigrogriseus;bat;Molosse de Cestoni;Chauve-souris
Tadpum;Tadpum;Tadpum;;;;;Tadarida pumila;bat;Tadaride;Chauve-souris
TadrÃ¼;TadrÃ¼;TadrÃ¼;;;;;Tadarida rÃ¼ppellii;bat;Molosse de Cestoni;Chauve-souris
Tadsav;Tadsav;Tadsav;;;;;Tadarida savii;bat;Molosse de Cestoni;Chauve-souris
Tadten;Tadten;Tadten;x;x;x;;Tadarida teniotis;bat;Molosse;Chauve-souris
Tamsib;Tamsib;Tamsib;x;;;;Tamias sibiricus;other-mammal;Tamia de Sibérie;Chauve-souris
Tapmau;Tapmau;Tapmau;;;;;Taphozous mauritianus;bat;Chauve-souris Ã  ventre blanc;Chauve-souris
Tesori;Tesori;Tesori;;;;;Tessellana orina;bush-cricket;Decticelle orina;Chauve-souris
Testes;Testes;Testes;x;x;x;;Tessellana tessellata;bush-cricket;Decticelle carroyee;Chauve-souris
Tetarg;Tetarg;Tetarg;x;;x;;Tettigetta argentata;cicada;Cigale argentee;Chauve-souris
Tetcan;Tetcan;Tetvir;x;x;x;;Tettigonia cantans;bush-cricket;Sauterelle cymbaliere;Chauve-souris
Tethis;Tethis;Tetvir;;;x;;Tettigonia hispanica;bush-cricket;Sauterelle hispanique;Chauve-souris
Tetpyg;Tetpyg;Tetpyg;x;;x;;Tettigetta pygmea;cicada;Cigale pygmee;Chauve-souris
Tetvir;Tetvir;Tetvir;x;x;x;x;Tettigonia viridissima;bush-cricket;Sauterelle verte;Chauve-souris
Thycor;Thycor;Thycor;x;;x;;Thyreonotus corsicus;bush-cricket;Decticelle marocaine;Chauve-souris
Thydis;Thydis;Thydis;;;;;Thyroptera discifera;bat;;Chauve-souris
Thytri;Thytri;Thytri;;;;;Thyroptera tricolor;bat;;Chauve-souris
Tonbid;Tonbid;Tonbid;;;;;Tonatia bidens;bat;;Chauve-souris
Tonbra;Tonbra;Tonbra;;;;;Tonatia brasiliense;bat;;Chauve-souris
Toncar;Toncar;Toncar;;;;;Tonatia carrikeri;bat;;Chauve-souris
Tonsau;Tonsau;Tonsau;;;;;Tonatia saurophila;bat;;Chauve-souris
Tonsch;Tonsch;Tonsch;;;;;Tonatia schulzi;bat;;Chauve-souris
Tonsil;Tonsil;Tonsil;;;;;Tonatia silvicola;bat;;Chauve-souris
Tracir;Tracir;Tracir;;;;;Trachops cirrhosus;bat;;Chauve-souris
Trineb;piaf;piaf;x;;;x;Tringa nebularia;bird;Chevalier aboyeur;Chauve-souris
Trinic;Trinic;Trinic;;;;;Trinycteris nicefori;bat;TrinyctÃ¨re de NicÃ©foro;Chauve-souris
Trioch;piaf;piaf;x;;;x;Tringa ochropus;bird;Chevalier culblanc;Chauve-souris
Tritot;piaf;piaf;x;;;x;Tringa totanus;bird;Chevalier gambette;Chauve-souris
Trotro;piaf;piaf;x;x;x;x;Troglodytes troglodytes;bird;Troglodyte mignon;Chauve-souris
Turili;piaf;piaf;x;;;x;Turdus iliacus;bird;Grive mauvis;Chauve-souris
Turmer;piaf;piaf;x;x;x;x;Turdus merula;bird;Merle noir;Chauve-souris
Turphi;piaf;piaf;x;x;x;x;Turdus philomelos;bird;Grive musicienne;Chauve-souris
Turpil;piaf;piaf;x;x;x;x;Turdus pilaris;bird;Grive litorne;Chauve-souris
Turvis;piaf;piaf;x;;;x;Turdus viscivorus;bird;Grive draine;Chauve-souris
Tyllil;Tyllil;Tyllil;x;x;x;;Tylopsis lilifolia;bush-cricket;Phaneroptere liliace;Chauve-souris
Tytalb;piaf;piaf;x;;;x;Tyto alba;bird;Effraie des clochers;Chauve-souris
Urobil;Urobil;Urobil;;;;;Uroderma bilobatum;bat;;Chauve-souris
Urobre;Urosp;Urosp;x;;;;Uromenus brevicollis;bush-cricket;Ephippigère d'Algérie;Chauve-souris
Uromag;Uromag;Uromag;;;;;Uroderma magnirostrum;bat;;Chauve-souris
Urorug;Urosp;Urosp;x;;x;;Uromenus rugosicollis;bush-cricket;Ephippigere carenee;Chauve-souris
Urosp;Urosp;Urosp;x;x;;;Uromenus sp.;bush-cricket;Ephippigère carénée/d'Algérie;Chauve-souris
Vambid;Vambid;Vambid;;;;;Vampyriscus bidens;bat;;Chauve-souris
Vambra;Vambra;Vambra;;;;;Vampyrops brachycephalus;bat;;Chauve-souris
Vambro;Vambro;Vambro;;;;;Vampyriscus brocki;bat;;Chauve-souris
Vamcar;Vamcar;Vamcar;;;;;Vampyrodes caraccioli;bat;;Chauve-souris
Vamhel;Vamhel;Vamhel;;;;;Vampyrops helleri;bat;;Chauve-souris
Vamlin;Vamlin;Vamlin;;;;;Vampyrops lineatus;bat;;Chauve-souris
Vampus;Vampus;Vampus;;;;;Vampyressa pusilla;bat;;Chauve-souris
Vamspe;Vamspe;Vamspe;;;;;Vampyrum spectrum;bat;;Chauve-souris
Vanvan;piaf;piaf;x;;;x;Vanellus vanellus;bird;Vanneau huppé;Chauve-souris
Vesalb;Vesalb;Vesalb;;;;;Vespertilio albogularis;bat;Vespertilion bicolore;Chauve-souris
Vesbra;Vesbra;Vesbra;;;;;Vespertilio brandtii;bat;Murin de Brandt;Chauve-souris
Vesdau;Vesdau;Vesdau;;;;;Vespertilio daubentonii;bat;Murin de Daubenton;Chauve-souris
Vesdis;Vesdis;Vesdis;;;;;Vespertilio discolor;bat;Vespertilion bicolore;Chauve-souris
Vesema;Vesema;Vesema;;;;;Vespertilio emarginatus;bat;Murin Ã  oreilles Ã©chancrÃ©es;Chauve-souris
Veskra;Veskra;Veskra;;;;;Vespertilio kraschennikovi;bat;Vespertilion bicolore;Chauve-souris
Veskuh;Veskuh;Veskuh;;;;;Vespertilio kuhlii;bat;Pipistrelle de Kuhl;Chauve-souris
Vesmed;Vesmed;Vesmed;;;;;Vespertilio mediterraneus;bat;Pipistrelle pygmÃ©e;Chauve-souris
Vesmic;Vesmic;Vesmic;;;;;Vespertilio michnoi;bat;Vespertilion bicolore;Chauve-souris
Vesmol;Vesmol;Vesmol;;;;;Vespertilio molossus;bat;Molosse commun;Chauve-souris
Vesmur;Vesmur;Vesmur;x;x;x;;Vespertilio murinus;bat;Serotine bicolore;Chauve-souris
Vessor;Vessor;Vessor;;;;;Vespertilio soricinus;bat;;Chauve-souris
Vulvul;Vulvul;Vulvul;x;;;x;Vulpes vulpes;other-mammal;Renard roux;Chauve-souris
wind;noise;noise;x;x;x;x;wind;noise;vent;Chauve-souris
wings;wings;wings;x;;;x;wings;noise;battements;Chauve-souris
Xencin;piaf;piaf;x;x;x;x;Xenus cinereus;bird;Chevalier bargette;Chauve-souris
Yerbey;Yerbey;Yerbey;x;;;;Yersinella beybienkoi;bush-cricket;Decticelle italienne;Chauve-souris
Yerray;Yerray;Yerray;x;;x;;Yersinella raymondii;bush-cricket;Decticelle frele;Chauve-souris
Yposp;Yposp;Yposp;x;x;x;x;Yponomeuta sp.;moth;Hyponomeute sp.;Chauve-souris
Zeuabb;Metbra;Metbra;x;;x;;Zeuneriana abbreviata;bush-cricket;Decticelle aquitaine;Chauve-souris
Eumgla;Eumgla;Eumgla;;;;;Eumops glaucinus;bat;;Chauve-souris
Eumbon;Eumbon;Eumbon;;;;;Eumops bonariensis;bat;;Chauve-souris
